Economy;Economy Code;ISO Code;Region;Income Group;Report Year;WORKPLACE SCORE;Can a woman get a job in the same way as a man?;Score;Legal Basis;Does the law prohibit discrimination in employment based on gender?;Score;Legal Basis;Is there legislation on sexual harassment in employment?;Score;Legal Basis;Are there criminal penalties or civil remedies for sexual harassment in employment?;Score;Legal Basis - Criminal Penalties;Legal Basis - Civil Remedies
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2002;25;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2003;25;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2004;25;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2005;25;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2006;25;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2007;25;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2008;25;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2009;25;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2010;25;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2011;25;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2012;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2013;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2014;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2015;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2016;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2017;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2018;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2019;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2020;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2021;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2022;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Gambia, The;GMB;GMB;Sub-Saharan Africa;Low income;2023;50;Yes;1;No restrictions could be located;Yes;1;Women’s Act 2010, Sec. 16;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1971;25;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1972;25;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1973;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1974;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1975;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1976;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1977;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1978;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1979;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1980;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1981;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1982;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1983;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1984;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1985;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1986;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1987;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1988;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1989;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1990;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1991;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1992;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1993;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1994;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1995;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1996;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1997;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1998;50;Yes;1;Code on Family and Marriage of Georgia SSR of 1970;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;1999;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2000;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2001;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2002;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2003;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2004;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2005;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2006;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of Georgian SSR of July 30 1971, entered into force on June 28, 1973, Art. 17;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2007;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of 2006, Art. 2;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2008;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of 2006, Art. 2;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2009;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of 2006, Art. 2;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2010;50;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of 2006, Art. 2;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2011;75;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of 2006, Art. 2;Yes;1;Law on Gender Equality, Art. 6;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2012;75;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of December 17, 2010, Art. 2;Yes;1;Law on Gender Equality, Art. 6;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2013;75;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of December 17, 2010, Art. 2;Yes;1;Law on Gender Equality, Art. 6;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2014;75;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of December 17, 2010, Art. 2;Yes;1;Law on Gender Equality, Art. 6;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2015;75;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of December 17, 2010, Art. 2;Yes;1;Law on Gender Equality, Art. 6;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2016;75;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of December 17, 2010, Art. 2;Yes;1;Law on Gender Equality, Art. 6;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2017;75;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of December 17, 2010, Art. 2;Yes;1;Law on Gender Equality, Art. 6;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2018;75;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of December 17, 2010, Art. 2;Yes;1;Law on Gender Equality, Art. 6;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2019;75;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of December 17, 2010, Art. 2;Yes;1;Law on Gender Equality, Art. 6;No;0;No applicable provisions could be located;No applicable provisions could be located
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2020;100;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of December 17, 2010, Art. 2;Yes;1;"Law on Gender Equality, Art. 6; Labor Law, Art. 2";Yes;1;No applicable provisions could be located;Labor Code, Arts. 2 (4 and 7) and 37 (3)
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2021;100;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;Labor Code of December 17, 2010, Art. 2;Yes;1;"Law on Gender Equality, Art. 6; Labor Code, Art. 2";Yes;1;No applicable provisions could be located;Labor Code, Arts. 2 (4 and 7) and 37 (3)
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2022;100;Yes;1;Civil Code, Arts. 1152, 1153, and 1156;Yes;1;"Labor Code, Art. 4; Law of Georgia on the Elimination of All Forms of Discrimination, Art. 2(10)(A)";Yes;1;"Law on Gender Equality, Art. 6; Labor Code, Art. 2";Yes;1;No applicable provisions could be located;Labor Code, Arts. 2(4 and 7) and 37(3)
Georgia;GEO;GEO;Europe & Central Asia;Upper middle income;2023;100;Yes;1;Civil Code, Arts. 1152, 1153 and 1156;Yes;1;"Labor Code, Art. 4; Law of Georgia on the Elimination of All Forms of Discrimination, Art. 2(10)(A)";Yes;1;"Law on Gender Equality, Art. 6; Labor Code, Art. 4(5)";Yes;1;No applicable provisions could be located;Labor Code, Arts. 4(5-7), 47(5)(b) and 48(8)
Germany;DEU;DEU;High income: OECD;High income;1971;0;No;0;Civil Code, Art. 1365;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1972;0;No;0;Civil Code, Art. 1365;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1973;0;No;0;Civil Code, Art. 1365;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1974;0;No;0;Civil Code, Art. 1365;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1975;0;No;0;Civil Code, Art. 1365;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1976;0;No;0;Civil Code, Art. 1365;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1977;0;No;0;Civil Code, Art. 1365;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1978;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1979;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1980;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1981;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1982;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1983;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1984;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1985;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1986;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1987;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1988;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1989;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1990;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1991;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1992;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1993;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1994;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1995;25;Yes;1;Civil Code, Art. 1356(2);No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1996;50;Yes;1;Civil Code, Art. 1356(2);Yes;1;Act on Equality for Men and Women;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1997;50;Yes;1;Civil Code, Art. 1356(2);Yes;1;Act on Equality for Men and Women;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1998;50;Yes;1;Civil Code, Art. 1356(2);Yes;1;Act on Equality for Men and Women;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;1999;50;Yes;1;Civil Code, Art. 1356(2);Yes;1;Act on Equality for Men and Women;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;2000;50;Yes;1;Civil Code, Art. 1356(2);Yes;1;Act on Equality for Men and Women;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;2001;50;Yes;1;Civil Code, Art. 1356(2);Yes;1;Act on Equality for Men and Women;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;2002;50;Yes;1;Civil Code, Art. 1356(2);Yes;1;Act on Equality for Men and Women;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
Germany;DEU;DEU;High income: OECD;High income;2003;50;Yes;1;Civil Code, Art. 1356(2);Yes;1;Act on Equality for Men and Women;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;No applicable provisions could be located
