Economy;Economy Code;ISO Code;Region;Income Group;Report Year;ENTREPRENEURSHIP SCORE;Does the law prohibit discrimination in access to credit based on gender?;Score;Legal Basis;Can a woman sign a contract in the same way as a man?;Score;Legal Basis;Can a woman register a business in the same way as a man?;Score;Legal Basis;Can a woman open a bank account in the same way as a man?;Score;Legal Basis
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1982;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1983;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1984;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1985;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1986;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1987;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1988;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1989;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1990;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1991;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1992;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1993;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1994;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1995;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1996;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1997;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1998;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;1999;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2000;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2001;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2002;50;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Commercial Code of 1850, Art. 14;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2003;75;No;0;No applicable provisions could be located;Yes;1;Law No. 10.406 Civil Code of 2002, Art. 1642;Yes;1;Law No. 10.406 Civil Code of 2002;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2004;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2005;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2006;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2007;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2008;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2009;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2010;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2011;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2012;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2013;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2014;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2015;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2016;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2017;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2018;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2019;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2020;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2021;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2022;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brazil;BRA;BRA;Latin America & Caribbean;Upper middle income;2023;75;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1642;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1971;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1972;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1973;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1974;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1975;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1976;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1977;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1978;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1979;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1980;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1981;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1982;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1983;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1984;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1985;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1986;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1987;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1988;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1989;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1990;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1991;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1992;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1993;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1994;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1995;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1996;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1997;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1998;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;1999;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2000;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2001;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2002;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2003;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2004;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2005;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2006;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2007;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2008;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2009;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2010;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2011;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2012;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2013;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2014;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2015;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2016;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2017;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2018;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2019;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2020;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2021;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2022;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Brunei Darussalam;BRN;BRN;East Asia & Pacific;High income;2023;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1971;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1972;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1973;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1974;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1975;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1976;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1977;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1978;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1979;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1980;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1981;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1982;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1983;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1984;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1985;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1968;Yes;1;No restrictions could be located;Yes;1;Family Code of 1968
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1986;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;No restrictions could be located;Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1987;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;No restrictions could be located;Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1988;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;No restrictions could be located;Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1989;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;No restrictions could be located;Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1990;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;Law on Economic Activity of 1989;Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1991;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;Law on Economic Activity of 1989;Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1992;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;Law on Economic Activity of 1989;Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1993;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1994;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1995;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1996;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1997;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1998;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;1999;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;2000;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;2001;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;2002;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;2003;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;2004;75;No;0;No applicable provisions could be located;Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;2005;100;Yes;1;Protection Against Discrimination Act, Arts. 4(1) and 37(1);Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;2006;100;Yes;1;Protection Against Discrimination Act, Arts. 4(1) and 37(1);Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;2007;100;Yes;1;Protection Against Discrimination Act, Arts. 4(1) and 37(1);Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
Bulgaria;BGR;BGR;Europe & Central Asia;Upper middle income;2008;100;Yes;1;Protection Against Discrimination Act, Arts. 4(1) and 37(1);Yes;1;Family Code of 1985;Yes;1;"Commerce Act, Arts. 111-119; Commercial Register and the Register of Non-Profit Legal Entities Act, Arts. 13-14";Yes;1;Family Code of 1985
