Economy;Economy Code;ISO Code;Region;Income Group;Report Year;MARRIAGE SCORE;Is the law free of legal provisions that require a married woman to obey her husband?;Score;Legal Basis;Can a woman be head of household in the same way as a man?;Score;Legal Basis;Is there legislation specifically addressing domestic violence?;Score;Legal Basis;Can a woman obtain a judgment of divorce in the same way as a man?;Score;Legal Basis;Does a woman have the same rights to remarry as a man?;Score;Legal Basis
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2003;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2004;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2005;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2006;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2007;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2008;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2009;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2010;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2011;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2012;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2013;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2014;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2015;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2016;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2017;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2018;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2019;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2020;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2021;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2022;40;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Code de la famille, Art. 137
Congo, Rep.;COG;COG;Sub-Saharan Africa;Lower middle income;2023;60;Yes;1;Code de la famille, Art. 166;No;0;Code de la famille, Art. 168;Yes;1;Loi Mouebara portant lutte contre les violences faites aux femmes, Arts. 7 et 8;Yes;1;Code de la Famille, Art. 180;No;0;Code de la famille, Art. 137
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1971;20;No;0;Código Civil de 1886, Art. 73;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Código Civil de 1886, Arts. 80, 81 y 84;No;0;Código Civil de 1886, Art. 57(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1972;20;No;0;Código Civil, Art. 73;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Código Civil, Arts. 80, 81 y 84;No;0;Código Civil, Art. 57(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1973;20;No;0;Código Civil, Art. 73;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Código Civil, Arts. 80, 81 y 84;No;0;Código Civil, Art. 57(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1974;20;No;0;Código Civil, Art. 73;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Código Civil, Arts. 80, 81 y 84;No;0;Código Civil, Art. 57(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1975;60;Yes;1;Código de Familia de 1973, Art. 2;Yes;1;Código de Familia de 1973, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia de 1973, Art. 48;No;0;Código de Familia de 1973, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1976;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1977;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1978;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1979;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1980;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1981;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1982;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1983;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1984;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1985;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1986;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1987;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1988;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1989;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1990;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1991;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1992;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1993;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1994;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1995;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1996;60;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;No;0;No applicable provisions could be located;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1997;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;Ley 7586 contra la violencia domestica del 02 mayo 1996;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1998;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;Ley 7586 contra la violencia domestica del 02 mayo 1996;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;1999;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;Ley 7586 contra la violencia domestica del 02 mayo 1996;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2000;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;Ley 7586 contra la violencia domestica del 02 mayo 1996;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2001;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;Ley 7586 contra la violencia domestica del 02 mayo 1996;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2002;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;Ley 7586 contra la violencia domestica del 02 mayo 1996;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2003;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;Ley 7586 contra la violencia domestica del 02 mayo 1996;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2004;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;Ley 7586 contra la violencia domestica del 02 mayo 1996;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2005;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;Ley 7586 contra la violencia domestica del 02 mayo 1996;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2006;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;Ley 7586 contra la violencia domestica del 02 mayo 1996;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2007;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;Ley 7586 contra la violencia domestica del 02 mayo 1996;Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2008;80;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;No;0;Código de Familia, Art. 16(2)
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2009;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;"Sala Constitucional Núm.2129 de 2008; Código de Familia, Art. 16(2)"
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2010;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2011;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2012;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2013;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2014;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2015;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2016;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2017;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2018;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2019;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2020;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley 7586 contra la violencia domestica del 02 mayo 1996; Ley de Penalización de la Violencia contra las Mujeres No. 8589";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2021;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley Contra la Violencia Doméstica; Ley de Penalización de la Violencia Contra las Mujeres";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2022;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley Contra la Violencia Doméstica; Ley de Penalización de la Violencia Contra las Mujeres";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Costa Rica;CRI;CRI;Latin America & Caribbean;Upper middle income;2023;100;Yes;1;Código de Familia, Art. 2;Yes;1;Código de Familia, Art. 2;Yes;1;"Ley Contra la Violencia Doméstica; Ley de Penalización de la Violencia Contra las Mujeres";Yes;1;Código de Familia, Art. 48;Yes;1;No restrictions could be located
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1971;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1972;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1973;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1974;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1975;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1976;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1977;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1978;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1979;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1980;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1981;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1982;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1983;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1984;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1985;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, modifiée par la loi N° 83-800 du 2 Août 1983, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps modifiee et completee par la loi N° 83-801 du 2 aout 1983, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1986;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, modifiée par la loi N° 83-800 du 2 Août 1983, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps modifiee et completee par la loi N° 83-801 du 2 aout 1983, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1987;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, modifiée par la loi N° 83-800 du 2 Août 1983, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps modifiee et completee par la loi N° 83-801 du 2 aout 1983, Art. 25
Côte d'Ivoire;CIV;CIV;Sub-Saharan Africa;Lower middle income;1988;40;Yes;1;No applicable provisions could be located;No;0;Loi N° 64-375 du 7 octobre 1964, relative au mariage, modifiée par la loi N° 83-800 du 2 Août 1983, Art. 58;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;Loi N° 64-376 du 7 octobre 1964, relative au divroce et a la separation de corps modifiee et completee par la loi N° 83-801 du 2 aout 1983, Art. 25
