Economy;Economy Code;ISO Code;Region;Income Group;Report Year;MOBILITY SCORE;Can a woman choose where to live in the same way as a man?;Score;Legal Basis;Can a woman travel outside her home in the same way as a man?;Score;Legal Basis;Can a woman apply for a passport in the same way as a man?;Score;Legal Basis;Can a woman travel outside the country in the same way as a man?;Score;Legal Basis
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1988;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1989;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1990;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1991;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1992;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1993;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1994;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1995;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1996;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1997;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1998;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;1999;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2000;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;Family and Children Act of 1998
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2001;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2002;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;Passport Regulations Act of 2000;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2003;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No restrictions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2004;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No restrictions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2005;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No restrictions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2006;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No restrictions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2007;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No restrictions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2008;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No restrictions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2009;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No restrictions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2010;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No restrictions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2011;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No restrictions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2012;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No restrictions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2013;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;No restrictions could be located;Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2014;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;"Passport Regulations 2013, Sec. 6(1) and Form 1; Passport application form";Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2015;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;"Passport Regulations 2013, Sec. 6(1) and Form 1; Passport application form";Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2016;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;"Passport Regulations 2013, Sec. 6(1) and Form 1; Passport application form";Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2017;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;"Passport Regulations 2013, Sec. 6(1) and Form 1; Passport application form";Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2018;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;"Passport Regulations 2013, Sec. 6(1) and Form 1; Passport application form";Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2019;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;"Passport Regulations 2013, Sec. 6(1) and Form 1; Passport application form";Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2020;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;"Passport Regulations 2013, Sec. 6(1) and Form 1; Passport application form";Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2021;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;"Passport Regulations 2013, Sec. 6(1) and Form 1; Passport application form";Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2022;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;"Passport Regulations 2013, Sec. 6(1) and Form 1; Passport application form";Yes;1;No restrictions could be located
Belize;BLZ;BLZ;Latin America & Caribbean;Upper middle income;2023;75;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;No;0;"Passport Regulations 2013, Sec. 6(1) and Form 1; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1971;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1972;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1973;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1974;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1975;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1976;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1977;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1978;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1979;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1980;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1981;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1982;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1983;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1984;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1985;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1986;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1987;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1988;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1989;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1990;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1991;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1992;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1993;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1994;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1995;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1996;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1997;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1998;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;1999;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2000;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2001;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2002;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2003;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2004;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2005;50;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2006;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2007;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2008;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2009;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2010;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2011;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2012;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2013;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2014;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2015;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2016;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2017;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2018;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2019;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2020;50;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;No;0;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2021;75;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;Yes;1;"Note circulaire - Allègement de procédure; Procédures de demande de passeport";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2022;75;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;Yes;1;"Note circulaire - Allègement de procédure; Procédures de demande de passeport";Yes;1;No restrictions could be located
Benin;BEN;BEN;Sub-Saharan Africa;Lower middle income;2023;75;No;0;Loi no. 2002-07 portant code des personnes et de la famille, Arts. 15 et 156;Yes;1;No restrictions could be located;Yes;1;"Note circulaire - Allègement de procédure; Procédures de demande de passeport";Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1971;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1972;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1973;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1974;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1975;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1976;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1977;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1978;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1979;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1980;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1981;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1982;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1983;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1984;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1985;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1986;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1987;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1988;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1989;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1990;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1991;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1992;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1993;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1994;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1995;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1996;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1997;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1998;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;1999;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2000;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2001;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2002;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2003;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2004;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2005;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2006;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2007;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2008;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2009;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2010;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2011;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2012;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2013;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2014;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2015;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
Bhutan;BTN;BTN;South Asia;Lower middle income;2016;100;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;"Passport application procedures; Passport application form";Yes;1;No restrictions could be located
