Economy;Economy Code;ISO Code;Region;Income Group;Report Year;PENSION SCORE;Is the age at which men and women can retire with full pension benefits the same?;Score;Legal Basis;Is the age at which men and women can retire with partial pension benefits the same?;Score;Legal Basis;Is the mandatory retirement age for men and women the same?;Score;Legal Basis;Are periods of absence due to childcare accounted for in pension benefits?;Score;Legal Basis
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1973;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1974;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1975;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1976;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1977;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1978;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1979;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1980;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1981;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1982;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1983;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1984;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1985;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1986;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1987;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1988;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1989;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1990;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1991;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1992;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1993;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1994;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1995;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1996;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1997;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1998;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;1999;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2000;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2001;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2002;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2003;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2004;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2005;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2006;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2007;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2008;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2009;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2010;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2011;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2012;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2013;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2014;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2015;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2016;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2017;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2018;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2019;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2020;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2021;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2022;75;Yes;1;Sub-Decree 32 on Social Security Scheme of Pension for Persons Under Labour Law, Art. 13;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cambodia;KHM;KHM;East Asia & Pacific;Lower middle income;2023;75;Yes;1;Sub-Decree 32 on Social Security Scheme of Pension for Persons Under Labour Law, Art. 13;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1971;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1972;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1973;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1974;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1975;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1976;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1977;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1978;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1979;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1980;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1981;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1982;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1983;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1984;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1985;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1986;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1987;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1988;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1989;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1990;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1991;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1992;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1993;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1994;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1995;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1996;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1997;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1998;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;1999;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2000;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2001;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2002;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2003;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2004;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2005;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2006;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2007;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2008;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2009;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2010;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2011;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2012;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2013;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2014;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2015;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2016;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2017;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2018;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2019;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2020;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2021;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2022;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Cameroon;CMR;CMR;Sub-Saharan Africa;Lower middle income;2023;100;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 8;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;Yes;1;Loi No. 69/LF/18 du 18 novembre 1969, Art. 14(d)
Canada;CAN;CAN;High income: OECD;High income;1971;75;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Canada;CAN;CAN;High income: OECD;High income;1972;75;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Canada;CAN;CAN;High income: OECD;High income;1973;75;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Canada;CAN;CAN;High income: OECD;High income;1974;75;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Canada;CAN;CAN;High income: OECD;High income;1975;75;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Canada;CAN;CAN;High income: OECD;High income;1976;75;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Canada;CAN;CAN;High income: OECD;High income;1977;75;Yes;1;Canada Pension Plan of 3 April 1965, Sec. 46(2)(3)(3.1);Yes;1;Canada Pension Plan of 3 April 1965, Sec. 67(2)(a)(g);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
